Year,Month,DayofMonth,UniqueCarrier,Cancelled,AllFlights
1996,12,18,HP,13,578
1996,12,18,NW,72,1538
1996,12,18,TW,58,796
1996,12,18,UA,55,2083
1996,12,18,US,26,2071
1996,12,18,WN,37,2198
1996,12,19,AA,22,1879
1996,12,19,AS,10,401
1996,12,19,CO,22,1189
1996,12,19,DL,99,2514
1996,12,19,HP,14,578
1996,12,19,NW,17,1543
1996,12,19,TW,31,799
1996,12,19,UA,56,2083
1996,12,19,US,42,2080
1996,12,19,WN,36,2198
1996,12,20,AA,13,1882
1996,12,20,AS,3,396
1996,12,20,CO,10,1189
1996,12,20,DL,18,2514
1996,12,20,HP,8,576
1996,12,20,NW,52,1543
1996,12,20,TW,36,797
1996,12,20,UA,40,2085
1996,12,20,US,73,2084
1996,12,20,WN,18,2210
1996,12,21,AA,7,1790
1996,12,21,AS,12,351
1996,12,21,CO,5,1013
1996,12,21,DL,27,2507
1996,12,21,HP,2,528
1996,12,21,NW,43,1332
1996,12,21,TW,26,675
1996,12,21,UA,78,1925
1996,12,21,US,11,1784
1996,12,21,WN,42,1883
1996,12,22,AA,7,1833
1996,12,22,AS,3,350
1996,12,22,CO,4,1080
1996,12,22,DL,17,2510
1996,12,22,HP,1,560
1996,12,22,NW,60,1433
1996,12,22,TW,25,731
1996,12,22,UA,46,1960
1996,12,22,US,12,1995
1996,12,22,WN,14,2029
1996,12,23,AA,61,1866
1996,12,23,AS,4,390
1996,12,23,CO,12,1189
1996,12,23,DL,11,2517
1996,12,23,HP,5,578
1996,12,23,NW,169,1555
1996,12,23,TW,48,784
1996,12,23,UA,70,2060
1996,12,23,US,28,2081
1996,12,23,WN,19,2198
1996,12,24,AA,21,1774
1996,12,24,AS,4,399
1996,12,24,CO,7,1075
1996,12,24,DL,21,2486
1996,12,24,HP,0,578
1996,12,24,NW,138,1361
1996,12,24,TW,37,618
1996,12,24,UA,20,1793
1996,12,24,US,13,1775
1996,12,24,WN,1,1676
1996,12,25,AA,5,1780
1996,12,25,AS,5,348
1996,12,25,CO,5,1085
1996,12,25,DL,12,2450
1996,12,25,HP,6,576
1996,12,25,NW,147,1417
1996,12,25,TW,36,664
1996,12,25,UA,13,1670
1996,12,25,US,86,1990
1996,12,25,WN,0,1555
1996,12,26,AA,7,1839
1996,12,26,AS,204,401
1996,12,26,CO,14,1192
1996,12,26,DL,39,2477
1996,12,26,HP,19,578
1996,12,26,NW,104,1553
1996,12,26,TW,55,778
1996,12,26,UA,79,2020
1996,12,26,US,19,2082
1996,12,26,WN,30,2198
1996,12,27,AA,26,1835
1996,12,27,AS,197,395
1996,12,27,CO,29,1191
1996,12,27,DL,43,2475
1996,12,27,HP,18,576
1996,12,27,NW,95,1554
1996,12,27,TW,73,787
1996,12,27,UA,125,2030
1996,12,27,US,46,2084
1996,12,27,WN,37,2210
1996,12,28,AA,30,1786
1996,12,28,AS,86,350
1996,12,28,CO,27,1012
1996,12,28,DL,54,2484
1996,12,28,HP,4,528
1996,12,28,NW,61,1335
1996,12,28,TW,58,675
1996,12,28,UA,59,1897
1996,12,28,US,24,1784
1996,12,28,WN,17,1883
1996,12,29,AA,31,1811
1996,12,29,AS,112,350
1996,12,29,CO,15,1079
1996,12,29,DL,54,2487
1996,12,29,HP,25,562
1996,12,29,NW,47,1435
1996,12,29,TW,34,727
1996,12,29,UA,119,1936
1996,12,29,US,40,1995
1996,12,29,WN,20,2029
1996,12,30,AA,79,1866
1996,12,30,AS,57,390
1996,12,30,CO,32,1190
1996,12,30,DL,39,2487
1996,12,30,HP,11,578
1996,12,30,NW,88,1557
1996,12,30,TW,104,790
1996,12,30,UA,111,2020
1996,12,30,US,73,2081
1996,12,30,WN,62,2198
1996,12,31,AA,71,1790
1996,12,31,AS,11,397
1996,12,31,CO,31,1084
1996,12,31,DL,26,2481
1996,12,31,HP,10,578
1996,12,31,NW,80,1409
1996,12,31,TW,46,644
1996,12,31,UA,35,1839
1996,12,31,US,30,1775
1996,12,31,WN,7,1676
1997,1,1,AA,34,1808
1997,1,1,AS,12,396
1997,1,1,CO,10,1090
1997,1,1,DL,21,2485
1997,1,1,HP,17,578
1997,1,1,NW,115,1440
1997,1,1,TW,19,674
1997,1,1,UA,33,1832
1997,1,1,US,42,1990
1997,1,1,WN,19,1627
1997,1,2,AA,22,1843
1997,1,2,AS,20,401
1997,1,2,CO,23,1194
1997,1,2,DL,63,2519
1997,1,2,HP,16,577
1997,1,2,NW,157,1557
1997,1,2,TW,44,783
1997,1,2,UA,107,2022
1997,1,2,US,47,2082
1997,1,2,WN,147,2198
1997,1,3,AA,28,1855
1997,1,3,AS,18,395
1997,1,3,CO,15,1192
1997,1,3,DL,29,2524
1997,1,3,HP,21,578
1997,1,3,NW,80,1555
1997,1,3,TW,51,788
1997,1,3,UA,60,2025
1997,1,3,US,46,2084
1997,1,3,WN,79,2210
1997,1,4,AA,24,1790
1997,1,4,AS,5,335
1997,1,4,CO,12,1012
1997,1,4,DL,47,2513
1997,1,4,HP,9,528
1997,1,4,NW,71,1335
1997,1,4,TW,20,674
1997,1,4,UA,41,1920
1997,1,4,US,9,1784
1997,1,4,WN,6,1883
1997,1,5,AA,36,1837
1997,1,5,AS,17,355
1997,1,5,CO,70,1079
1997,1,5,DL,56,2519
1997,1,5,HP,18,561
1997,1,5,NW,86,1425
1997,1,5,TW,16,730
1997,1,5,UA,63,1983
1997,1,5,US,63,1995
1997,1,5,WN,13,2029
1997,1,6,AA,157,1872
1997,1,6,AS,4,392
1997,1,6,CO,19,1190
1997,1,6,DL,65,2524
1997,1,6,HP,17,578
1997,1,6,NW,49,1519
1997,1,6,TW,35,789
1997,1,6,UA,33,2082
1997,1,6,US,34,2075
1997,1,6,WN,39,2198
1997,1,7,AA,147,1871
1997,1,7,AS,9,399
1997,1,7,CO,16,1191
1997,1,7,DL,54,2522
1997,1,7,HP,13,578
1997,1,7,NW,49,1525
1997,1,7,TW,25,789
1997,1,7,UA,34,2059
1997,1,7,US,38,2071
1997,1,7,WN,31,2198
1997,1,8,AA,351,1874
1997,1,8,AS,16,395
1997,1,8,CO,23,1187
1997,1,8,DL,162,2524
1997,1,8,HP,1,578
1997,1,8,NW,65,1525
1997,1,8,TW,41,789
1997,1,8,UA,40,2064
1997,1,8,US,39,2071
1997,1,8,WN,30,2198
1997,1,9,AA,301,1872
1997,1,9,AS,27,401
1997,1,9,CO,75,1167
1997,1,9,DL,186,2521
1997,1,9,HP,18,575
1997,1,9,NW,263,1525
1997,1,9,TW,229,789
1997,1,9,UA,239,2060
1997,1,9,US,170,2080
1997,1,9,WN,109,2198
1997,1,10,AA,65,1872
1997,1,10,AS,20,394
1997,1,10,CO,50,1166
1997,1,10,DL,90,2524
1997,1,10,HP,31,578
1997,1,10,NW,185,1524
1997,1,10,TW,79,790
1997,1,10,UA,138,2065
1997,1,10,US,93,2082
1997,1,10,WN,92,2210
1997,1,11,AA,83,1742
1997,1,11,AS,12,340
1997,1,11,CO,52,979
1997,1,11,DL,138,2514
1997,1,11,HP,2,530
1997,1,11,NW,67,1280
1997,1,11,TW,37,680
1997,1,11,UA,82,1855
1997,1,11,US,137,1776
1997,1,11,WN,27,1883
1997,1,12,AA,169,1811
1997,1,12,AS,6,356
1997,1,12,CO,22,1051
1997,1,12,DL,119,2519
1997,1,12,HP,20,562
1997,1,12,NW,55,1391
1997,1,12,TW,60,702
1997,1,12,UA,46,1931
1997,1,12,US,50,1992
1997,1,12,WN,27,2029
1997,1,13,AA,491,1871
1997,1,13,AS,4,392
1997,1,13,CO,88,1166
1997,1,13,DL,103,2522
1997,1,13,HP,33,578
1997,1,13,NW,77,1523
1997,1,13,TW,19,711
1997,1,13,UA,39,2064
1997,1,13,US,68,2079
1997,1,13,WN,65,2198
1997,1,14,AA,306,1873
1997,1,14,AS,15,399
1997,1,14,CO,19,1166
1997,1,14,DL,126,2521
1997,1,14,HP,10,576
1997,1,14,NW,58,1523
1997,1,14,TW,19,712
1997,1,14,UA,81,2064
1997,1,14,US,51,2071
1997,1,14,WN,29,2179
1997,1,15,AA,240,1875
1997,1,15,AS,4,395
1997,1,15,CO,29,1166
1997,1,15,DL,123,2523
1997,1,15,HP,15,578
1997,1,15,NW,186,1522
1997,1,15,TW,213,709
1997,1,15,UA,420,2064
1997,1,15,US,50,2071
1997,1,15,WN,99,2228
1997,1,16,AA,197,1874
1997,1,16,AS,3,401
1997,1,16,CO,59,1168
1997,1,16,DL,54,2521
1997,1,16,HP,8,576
1997,1,16,NW,85,1523
1997,1,16,TW,22,710
1997,1,16,UA,355,2062
1997,1,16,US,97,2080
1997,1,16,WN,27,2228
1997,1,17,AA,41,1874
1997,1,17,AS,6,394
1997,1,17,CO,27,1166
1997,1,17,DL,33,2524
1997,1,17,HP,14,578
1997,1,17,NW,40,1522
1997,1,17,TW,15,714
1997,1,17,UA,166,2063
1997,1,17,US,117,2082
1997,1,17,WN,14,2238
1997,1,18,AA,20,1741
1997,1,18,AS,8,340
1997,1,18,CO,22,979
1997,1,18,DL,71,2514
1997,1,18,HP,9,530
1997,1,18,NW,53,1280
1997,1,18,TW,18,594
1997,1,18,UA,46,1860
1997,1,18,US,57,1776
1997,1,18,WN,15,1881
1997,1,19,AA,25,1819
1997,1,19,AS,11,356
1997,1,19,CO,24,1051
1997,1,19,DL,42,2519
1997,1,19,HP,6,562
1997,1,19,NW,46,1391
1997,1,19,TW,12,656
1997,1,19,UA,58,1931
1997,1,19,US,70,1992
1997,1,19,WN,9,2029
1997,1,20,AA,65,1872
1997,1,20,AS,30,390
1997,1,20,CO,24,1166
1997,1,20,DL,29,2521
1997,1,20,HP,4,578
1997,1,20,NW,44,1523
1997,1,20,TW,9,711
1997,1,20,UA,51,2064
1997,1,20,US,57,2079
1997,1,20,WN,87,2228
1997,1,21,AA,84,1873
1997,1,21,AS,5,399
1997,1,21,CO,18,1166
1997,1,21,DL,37,2521
1997,1,21,HP,10,576
1997,1,21,NW,71,1523
1997,1,21,TW,99,713
1997,1,21,UA,158,2064
1997,1,21,US,30,2071
1997,1,21,WN,55,2228
1997,1,22,AA,51,1873
1997,1,22,AS,10,395
1997,1,22,CO,16,1166
1997,1,22,DL,55,2524
1997,1,22,HP,18,578
1997,1,22,NW,80,1523
1997,1,22,TW,8,711
1997,1,22,UA,135,2064
1997,1,22,US,32,2071
1997,1,22,WN,60,2228
1997,1,23,AA,51,1873
1997,1,23,AS,4,401
1997,1,23,CO,9,1168
1997,1,23,DL,46,2521
1997,1,23,HP,10,576
1997,1,23,NW,35,1523
1997,1,23,TW,6,712
1997,1,23,UA,74,2061
1997,1,23,US,42,2080
1997,1,23,WN,48,2228
1997,1,24,AA,154,1875
1997,1,24,AS,11,396
1997,1,24,CO,16,1166
1997,1,24,DL,51,2524
1997,1,24,HP,12,578
1997,1,24,NW,120,1522
1997,1,24,TW,27,714
1997,1,24,UA,204,2064
1997,1,24,US,57,2082
1997,1,24,WN,23,2238
1997,1,25,AA,47,1742
1997,1,25,AS,6,341
1997,1,25,CO,14,979
1997,1,25,DL,51,2514
1997,1,25,HP,10,530
1997,1,25,NW,36,1280
1997,1,25,TW,4,595
1997,1,25,UA,118,1858
1997,1,25,US,38,1776
1997,1,25,WN,18,1881
1997,1,26,AA,147,1820
1997,1,26,AS,12,355
1997,1,26,CO,23,1051
1997,1,26,DL,38,2519
1997,1,26,HP,3,556
1997,1,26,NW,63,1390
1997,1,26,TW,73,657
1997,1,26,UA,149,1931
1997,1,26,US,40,1992
1997,1,26,WN,17,2029
1997,1,27,AA,95,1874
1997,1,27,AS,57,392
1997,1,27,CO,32,1167
1997,1,27,DL,45,2521
1997,1,27,HP,5,574
1997,1,27,NW,150,1521
1997,1,27,TW,155,705
1997,1,27,UA,143,2062
1997,1,27,US,76,2079
1997,1,27,WN,80,2228
1997,1,28,AA,65,1872
1997,1,28,AS,11,399
1997,1,28,CO,25,1164
1997,1,28,DL,45,2521
1997,1,28,HP,4,574
1997,1,28,NW,62,1521
1997,1,28,TW,29,713
1997,1,28,UA,65,2062
1997,1,28,US,49,2071
1997,1,28,WN,70,2228
1997,1,29,AA,41,1874
1997,1,29,AS,13,395
1997,1,29,CO,8,1164
1997,1,29,DL,39,2523
1997,1,29,HP,12,576
1997,1,29,NW,58,1523
1997,1,29,TW,11,708
1997,1,29,UA,84,2064
1997,1,29,US,46,2071
1997,1,29,WN,32,2228
1997,1,30,AA,56,1866
1997,1,30,AS,10,401
1997,1,30,CO,26,1168
1997,1,30,DL,47,2521
1997,1,30,HP,24,574
1997,1,30,NW,20,1521
1997,1,30,TW,25,703
1997,1,30,UA,100,2064
1997,1,30,US,53,2080
1997,1,30,WN,45,2228
1997,1,31,AA,30,1866
1997,1,31,AS,0,396
1997,1,31,CO,22,1167
1997,1,31,DL,41,2524
1997,1,31,HP,9,574
1997,1,31,NW,39,1542
1997,1,31,TW,28,723
1997,1,31,UA,87,2064
1997,1,31,US,53,2082
1997,1,31,WN,15,2238
1997,2,1,AA,18,1702
1997,2,1,AS,7,341
1997,2,1,CO,8,968
1997,2,1,DL,58,2512
1997,2,1,HP,9,530
1997,2,1,NW,36,1305
1997,2,1,TW,25,606
1997,2,1,UA,39,1852
1997,2,1,US,23,1776
1997,2,1,WN,15,1881
1997,2,2,AA,24,1806
1997,2,2,AS,6,355
1997,2,2,CO,9,1045
1997,2,2,DL,28,2518
1997,2,2,HP,9,559
1997,2,2,NW,45,1421
1997,2,2,TW,12,670
1997,2,2,UA,35,1929
1997,2,2,US,24,1992
1997,2,2,WN,18,2029
1997,2,3,AA,39,1867
1997,2,3,AS,3,392
1997,2,3,CO,10,1169
1997,2,3,DL,41,2519
1997,2,3,HP,5,579
1997,2,3,NW,59,1545
1997,2,3,TW,32,725
1997,2,3,UA,52,2060
1997,2,3,US,23,2079
1997,2,3,WN,38,2228
1997,2,4,AA,40,1869
1997,2,4,AS,15,399
1997,2,4,CO,21,1170
1997,2,4,DL,53,2521
1997,2,4,HP,7,574
1997,2,4,NW,61,1545
1997,2,4,TW,55,727
1997,2,4,UA,106,2060
1997,2,4,US,14,2071
1997,2,4,WN,34,2228
1997,2,5,AA,30,1871
1997,2,5,AS,8,395
1997,2,5,CO,23,1169
1997,2,5,DL,47,2522
1997,2,5,HP,10,578
1997,2,5,NW,38,1545
1997,2,5,TW,7,727
1997,2,5,UA,31,2060
1997,2,5,US,41,2071
1997,2,5,WN,23,2228
1997,2,6,AA,36,1868
1997,2,6,AS,4,401
1997,2,6,CO,17,1172
1997,2,6,DL,33,2521
1997,2,6,HP,0,577
1997,2,6,NW,37,1545
1997,2,6,TW,9,726
1997,2,6,UA,39,2060
1997,2,6,US,42,2080
1997,2,6,WN,30,2228
1997,2,7,AA,44,1869
1997,2,7,AS,0,396
1997,2,7,CO,13,1171
1997,2,7,DL,38,2523
1997,2,7,HP,2,580
1997,2,7,NW,57,1545
1997,2,7,TW,89,719
1997,2,7,UA,76,2061
1997,2,7,US,20,2082
1997,2,7,WN,25,2238
1997,2,8,AA,36,1701
1997,2,8,AS,1,341
1997,2,8,CO,19,973
1997,2,8,DL,101,2511
1997,2,8,HP,3,529
1997,2,8,NW,24,1305
1997,2,8,TW,7,601
1997,2,8,UA,83,1857
1997,2,8,US,74,1776
1997,2,8,WN,8,1881
1997,2,9,AA,20,1808
1997,2,9,AS,20,355
1997,2,9,CO,17,1046
1997,2,9,DL,23,2517
1997,2,9,HP,5,561
1997,2,9,NW,33,1421
1997,2,9,TW,8,671
1997,2,9,UA,59,1927
1997,2,9,US,53,1992
1997,2,9,WN,7,2029
1997,2,10,AA,51,1871
1997,2,10,AS,4,392
1997,2,10,CO,6,1169
1997,2,10,DL,24,2521
1997,2,10,HP,9,579
1997,2,10,NW,47,1545
1997,2,10,TW,22,727
1997,2,10,UA,33,2060
1997,2,10,US,31,2079
1997,2,10,WN,18,2228
1997,2,11,AA,21,1870
1997,2,11,AS,16,399
1997,2,11,CO,13,1170
1997,2,11,DL,17,2519
1997,2,11,HP,8,576
1997,2,11,NW,84,1545
1997,2,11,TW,9,725
1997,2,11,UA,74,2094
1997,2,11,US,20,2065
1997,2,11,WN,54,2228
1997,2,12,AA,35,1872
1997,2,12,AS,6,395
1997,2,12,CO,25,1169
1997,2,12,DL,33,2522
1997,2,12,HP,2,578
1997,2,12,NW,65,1545
1997,2,12,TW,12,723
1997,2,12,UA,48,2099
1997,2,12,US,88,2071
1997,2,12,WN,47,2228
1997,2,13,AA,42,1871
1997,2,13,AS,9,407
1997,2,13,CO,6,1172
1997,2,13,DL,35,2519
1997,2,13,HP,4,577
1997,2,13,NW,61,1545
1997,2,13,TW,19,729
1997,2,13,UA,29,2098
1997,2,13,US,58,2074
1997,2,13,WN,15,2228
1997,2,14,AA,75,1872
1997,2,14,AS,4,409
1997,2,14,CO,40,1171
1997,2,14,DL,22,2523
1997,2,14,HP,0,580
1997,2,14,NW,82,1545
1997,2,14,TW,5,727
1997,2,14,UA,48,2099
1997,2,14,US,76,2075
1997,2,14,WN,9,2238
1997,2,15,AA,37,1599
1997,2,15,AS,9,350
1997,2,15,CO,0,973
1997,2,15,DL,23,2512
1997,2,15,HP,4,531
1997,2,15,NW,65,1305
1997,2,15,TW,4,637
1997,2,15,UA,27,1940
1997,2,15,US,26,1744
1997,2,15,WN,8,1881
1997,2,16,AA,21,1699
1997,2,16,AS,11,368
1997,2,16,CO,9,1045
1997,2,16,DL,28,2526
1997,2,16,HP,1,563
1997,2,16,NW,56,1421
1997,2,16,TW,14,704
1997,2,16,UA,22,1993
1997,2,16,US,40,1987
1997,2,16,WN,14,2029
1997,2,17,AA,20,1732
1997,2,17,AS,8,402
1997,2,17,CO,17,1169
1997,2,17,DL,7,2521
1997,2,17,HP,2,578
1997,2,17,NW,53,1545
1997,2,17,TW,3,751
1997,2,17,UA,43,2099
1997,2,17,US,18,2073
1997,2,17,WN,3,2228
1997,2,18,AA,50,1859
1997,2,18,AS,15,405
1997,2,18,CO,9,1170
1997,2,18,DL,11,2529
1997,2,18,HP,0,576
1997,2,18,NW,58,1545
1997,2,18,TW,6,758
1997,2,18,UA,39,2099
1997,2,18,US,15,2071
1997,2,18,WN,17,2228
1997,2,19,AA,61,1861
1997,2,19,AS,7,405
1997,2,19,CO,14,1169
1997,2,19,DL,24,2530
1997,2,19,HP,2,578
1997,2,19,NW,79,1545
1997,2,19,TW,3,758
1997,2,19,UA,78,2099
1997,2,19,US,27,2071
1997,2,19,WN,32,2228
1997,2,20,AA,72,1857
1997,2,20,AS,10,407
1997,2,20,CO,15,1172
1997,2,20,DL,65,2526
1997,2,20,HP,4,577
1997,2,20,NW,89,1545
1997,2,20,TW,56,761
1997,2,20,UA,62,2097
1997,2,20,US,31,2074
1997,2,20,WN,36,2228
1997,2,21,AA,225,1862
1997,2,21,AS,7,409
1997,2,21,CO,25,1171
1997,2,21,DL,32,2531
1997,2,21,HP,2,579
1997,2,21,NW,100,1545
1997,2,21,TW,39,760
1997,2,21,UA,309,2099
1997,2,21,US,30,2075
1997,2,21,WN,31,2238
1997,2,22,AA,56,1699
1997,2,22,AS,3,350
1997,2,22,CO,4,973
1997,2,22,DL,22,2519
1997,2,22,HP,2,531
1997,2,22,NW,52,1305
1997,2,22,TW,8,640
1997,2,22,UA,87,1939
1997,2,22,US,28,1744
1997,2,22,WN,8,1891
1997,2,23,AA,30,1798
1997,2,23,AS,0,368
1997,2,23,CO,16,1046
1997,2,23,DL,34,2525
1997,2,23,HP,4,562
1997,2,23,NW,29,1421
1997,2,23,TW,1,706
1997,2,23,UA,59,1993
1997,2,23,US,30,1987
1997,2,23,WN,2,2035
1997,2,24,AA,36,1861
1997,2,24,AS,2,402
1997,2,24,CO,17,1169
1997,2,24,DL,19,2527
1997,2,24,HP,0,579
1997,2,24,NW,39,1545
1997,2,24,TW,3,761
1997,2,24,UA,64,2098
1997,2,24,US,12,2073
1997,2,24,WN,18,2228
1997,2,25,AA,39,1861
1997,2,25,AS,15,405
1997,2,25,CO,26,1170
1997,2,25,DL,29,2529
1997,2,25,HP,4,576
1997,2,25,NW,41,1545
1997,2,25,TW,5,763
1997,2,25,UA,41,2099
1997,2,25,US,19,2071
1997,2,25,WN,28,2228
1997,2,26,AA,84,1862
1997,2,26,AS,2,405
1997,2,26,CO,16,1169
1997,2,26,DL,64,2531
1997,2,26,HP,4,578
1997,2,26,NW,49,1544
1997,2,26,TW,101,761
1997,2,26,UA,48,2099
1997,2,26,US,33,2071
1997,2,26,WN,55,2228
1997,2,27,AA,38,1856
1997,2,27,AS,9,407
1997,2,27,CO,30,1172
1997,2,27,DL,50,2529
1997,2,27,HP,8,577
1997,2,27,NW,50,1545
1997,2,27,TW,24,763
1997,2,27,UA,77,2099
1997,2,27,US,50,2074
1997,2,27,WN,39,2228
1997,2,28,AA,33,1854
1997,2,28,AS,2,409
1997,2,28,CO,10,1170
1997,2,28,DL,58,2527
1997,2,28,HP,8,579
1997,2,28,NW,43,1545
1997,2,28,TW,0,761
1997,2,28,UA,58,2099
1997,2,28,US,34,2075
1997,2,28,WN,37,2238
1997,3,1,AA,30,1694
1997,3,1,AS,1,350
1997,3,1,CO,25,972
1997,3,1,DL,61,2519
1997,3,1,HP,2,531
1997,3,1,NW,34,1305
1997,3,1,TW,7,644
1997,3,1,UA,62,1938
1997,3,1,US,34,1746
1997,3,1,WN,18,1891
1997,3,2,AA,29,1798
1997,3,2,AS,0,368
1997,3,2,CO,15,1053
1997,3,2,DL,26,2519
1997,3,2,HP,0,565
1997,3,2,NW,50,1427
1997,3,2,TW,2,707
1997,3,2,UA,80,1991
1997,3,2,US,28,1987
1997,3,2,WN,19,2035
1997,3,3,AA,46,1865
1997,3,3,AS,6,402
1997,3,3,CO,67,1168
1997,3,3,DL,65,2526
1997,3,3,HP,9,584
1997,3,3,NW,64,1552
1997,3,3,TW,16,767
1997,3,3,UA,76,2098
1997,3,3,US,157,2073
1997,3,3,WN,30,2228
1997,3,4,AA,46,1865
1997,3,4,AS,13,407
1997,3,4,CO,42,1167
1997,3,4,DL,41,2523
1997,3,4,HP,6,582
1997,3,4,NW,85,1552
1997,3,4,TW,18,767
1997,3,4,UA,53,2096
1997,3,4,US,45,2071
1997,3,4,WN,29,2228
1997,3,5,AA,25,1867
1997,3,5,AS,3,407
1997,3,5,CO,39,1168
1997,3,5,DL,48,2525
1997,3,5,HP,3,584
1997,3,5,NW,124,1552
1997,3,5,TW,13,764
1997,3,5,UA,43,2099
1997,3,5,US,89,2076
1997,3,5,WN,52,2228
1997,3,6,AA,36,1863
1997,3,6,AS,11,409
1997,3,6,CO,73,1172
1997,3,6,DL,52,2520
1997,3,6,HP,7,581
1997,3,6,NW,92,1552
1997,3,6,TW,19,760
1997,3,6,UA,65,2101
1997,3,6,US,91,2080
1997,3,6,WN,18,2228
1997,3,7,AA,27,1867
1997,3,7,AS,4,410
1997,3,7,CO,25,1170
1997,3,7,DL,7,2525
1997,3,7,HP,8,584
1997,3,7,NW,64,1552
1997,3,7,TW,7,768
1997,3,7,UA,28,2101
1997,3,7,US,28,2081
1997,3,7,WN,3,2240
1997,3,8,AA,5,1702
1997,3,8,AS,1,351
1997,3,8,CO,3,974
1997,3,8,DL,23,2515
1997,3,8,HP,11,533
1997,3,8,NW,53,1309
1997,3,8,TW,8,645
1997,3,8,UA,23,1944
1997,3,8,US,9,1752
1997,3,8,WN,6,1891
1997,3,9,AA,8,1800
1997,3,9,AS,1,369
1997,3,9,CO,14,1055
1997,3,9,DL,12,2520
1997,3,9,HP,4,565
1997,3,9,NW,40,1427
1997,3,9,TW,5,706
1997,3,9,UA,24,1998
1997,3,9,US,12,1992
1997,3,9,WN,7,2037
1997,3,10,AA,37,1864
1997,3,10,AS,9,403
1997,3,10,CO,48,1168
1997,3,10,DL,31,2525
1997,3,10,HP,11,584
1997,3,10,NW,65,1552
1997,3,10,TW,8,768
1997,3,10,UA,44,2101
1997,3,10,US,71,2079
1997,3,10,WN,20,2228
1997,3,11,AA,30,1866
1997,3,11,AS,9,408
1997,3,11,CO,22,1167
1997,3,11,DL,27,2523
1997,3,11,HP,2,582
1997,3,11,NW,43,1552
1997,3,11,TW,9,765
1997,3,11,UA,38,2100
1997,3,11,US,22,2077
1997,3,11,WN,18,2228
1997,3,12,AA,40,1869
1997,3,12,AS,7,407
1997,3,12,CO,18,1168
1997,3,12,DL,14,2526
1997,3,12,HP,2,584
1997,3,12,NW,30,1552
1997,3,12,TW,1,759
1997,3,12,UA,24,2101
1997,3,12,US,16,2077
1997,3,12,WN,30,2228
1997,3,13,AA,38,1867
1997,3,13,AS,7,408
1997,3,13,CO,12,1167
1997,3,13,DL,27,2520
1997,3,13,HP,2,582
1997,3,13,NW,287,1552
1997,3,13,TW,26,761
1997,3,13,UA,36,2101
1997,3,13,US,24,2080
1997,3,13,WN,47,2228
1997,3,14,AA,43,1864
1997,3,14,AS,1,410
1997,3,14,CO,59,1170
1997,3,14,DL,43,2524
1997,3,14,HP,3,584
1997,3,14,NW,239,1552
1997,3,14,TW,13,768
1997,3,14,UA,41,2101
1997,3,14,US,97,2081
1997,3,14,WN,15,2240
1997,3,15,AA,9,1703
1997,3,15,AS,4,356
1997,3,15,CO,25,974
1997,3,15,DL,14,2514
1997,3,15,HP,15,533
1997,3,15,NW,59,1309
1997,3,15,TW,0,657
1997,3,15,UA,50,1938
1997,3,15,US,9,1752
1997,3,15,WN,12,1891
1997,3,16,AA,5,1799
1997,3,16,AS,4,366
1997,3,16,CO,3,1057
1997,3,16,DL,9,2521
1997,3,16,HP,5,563
1997,3,16,NW,44,1427
1997,3,16,TW,4,717
1997,3,16,UA,41,1998
1997,3,16,US,9,1992
1997,3,16,WN,6,2037
1997,3,17,AA,20,1861
1997,3,17,AS,8,403
1997,3,17,CO,18,1170
1997,3,17,DL,21,2524
1997,3,17,HP,4,584
1997,3,17,NW,54,1552
1997,3,17,TW,7,775
1997,3,17,UA,37,2101
1997,3,17,US,31,2079
1997,3,17,WN,46,2228
1997,3,18,AA,25,1862
1997,3,18,AS,5,407
1997,3,18,CO,33,1169
1997,3,18,DL,34,2521
1997,3,18,HP,4,582
1997,3,18,NW,70,1552
1997,3,18,TW,94,775
1997,3,18,UA,30,2101
1997,3,18,US,48,2077
1997,3,18,WN,41,2228
1997,3,19,AA,19,1862
1997,3,19,AS,0,407
1997,3,19,CO,13,1170
1997,3,19,DL,19,2525
1997,3,19,HP,3,582
1997,3,19,NW,33,1552
1997,3,19,TW,8,773
1997,3,19,UA,27,2101
1997,3,19,US,38,2078
1997,3,19,WN,25,2228
1997,3,20,AA,15,1865
1997,3,20,AS,4,409
1997,3,20,CO,4,1173
1997,3,20,DL,14,2523
1997,3,20,HP,9,582
1997,3,20,NW,32,1556
1997,3,20,TW,7,773
1997,3,20,UA,16,2101
1997,3,20,US,40,2079
1997,3,20,WN,31,2228
1997,3,21,AA,7,1865
1997,3,21,AS,9,410
1997,3,21,CO,3,1171
1997,3,21,DL,15,2525
1997,3,21,HP,3,582
1997,3,21,NW,25,1552
1997,3,21,TW,8,776
1997,3,21,UA,9,2100
1997,3,21,US,18,2080
1997,3,21,WN,3,2240
1997,3,22,AA,5,1701
1997,3,22,AS,2,358
1997,3,22,CO,0,976
1997,3,22,DL,14,2515
1997,3,22,HP,0,531
1997,3,22,NW,5,1311
1997,3,22,TW,12,660
1997,3,22,UA,20,1942
1997,3,22,US,10,1752
1997,3,22,WN,8,1891
1997,3,23,AA,3,1796
1997,3,23,AS,1,368
1997,3,23,CO,5,1053
1997,3,23,DL,8,2520
1997,3,23,HP,5,565
1997,3,23,NW,46,1428
1997,3,23,TW,3,717
1997,3,23,UA,24,1992
1997,3,23,US,24,1994
1997,3,23,WN,2,2037
1997,3,24,AA,19,1864
